time,California,Oregon,Colorado,Montana,Washington,Utah,Wyoming,Idaho,New Mexico,Nevada,Arizona,South Dakota
2014-04-01,1.6949259259259275,0.035555555555555785,-8.9087037037037,-10.874629629629629,-12.417407407407406,-5.229444444444444,-10.956111111111113,-9.614629629629633,2.634444444444444,-4.688703703703704,1.105,-6.198518518518519
2014-04-08,1.504925925925928,0.5355555555555558,-9.9087037037037,-11.17462962962963,-12.517407407407408,-5.729444444444444,-11.25611111111111,-10.014629629629631,2.184444444444444,-4.888703703703703,1.105,-6.598518518518519
2014-04-15,5.639925925925928,4.135555555555556,-8.508703703703702,-10.874629629629629,-10.017407407407408,-3.7794444444444446,-11.156111111111109,-7.814629629629632,2.634444444444444,-0.8887037037037047,1.105,-4.848518518518518
2014-04-22,8.974925925925927,5.3355555555555565,-7.308703703703704,-10.074629629629632,-8.617407407407406,0.4705555555555554,-9.906111111111112,-4.814629629629632,2.634444444444444,4.511296296296296,1.105,-1.9985185185185177
2014-04-29,8.344925925925928,5.435555555555556,-5.508703703703703,-9.874629629629629,-10.117407407407406,1.6705555555555556,-9.25611111111111,-6.014629629629631,2.634444444444444,3.8112962962962955,1.105,0.35148148148148195
2014-05-06,9.784925925925927,5.435555555555556,-2.1087037037037026,-7.07462962962963,-5.017407407407408,5.470555555555555,-7.00611111111111,-2.814629629629632,2.634444444444444,5.011296296296296,1.105,2.7514814814814814
2014-05-13,9.904925925925928,5.435555555555556,-2.4087037037037033,-6.774629629629631,-1.717407407407407,4.220555555555555,-7.656111111111112,0.0853703703703701,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2014-05-20,9.924925925925928,5.435555555555556,1.991296296296297,-2.57462962962963,5.582592592592594,5.470555555555555,-4.356111111111112,5.185370370370368,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2014-05-27,10.024925925925928,5.435555555555556,7.091296296296297,7.02537037037037,14.282592592592593,5.470555555555555,2.993888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2014-06-03,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2014-06-10,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2014-06-17,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2014-06-24,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2014-12-02,9.249925925925927,4.435555555555556,4.791296296296297,3.6253703703703697,12.682592592592593,3.4705555555555554,4.243888888888888,5.7853703703703685,1.4344444444444442,3.9112962962962956,1.105,1.0514814814814817
2014-12-09,8.824925925925928,4.935555555555556,4.691296296296297,3.3253703703703694,12.332592592592594,3.270555555555555,4.243888888888888,5.185370370370369,1.2344444444444442,3.711296296296296,1.105,1.0514814814814817
2014-12-16,7.384925925925928,4.935555555555556,4.191296296296297,3.0253703703703696,12.732592592592592,2.6705555555555556,3.6438888888888883,5.035370370370369,0.9344444444444442,3.0112962962962957,0.905,1.1514814814814816
2014-12-23,6.424925925925928,4.535555555555556,2.6412962962962974,1.8253703703703694,10.982592592592592,1.0205555555555552,2.6438888888888883,2.935370370370369,0.43444444444444397,1.6112962962962958,0.605,0.05148148148148124
2014-12-30,6.024925925925928,2.435555555555556,1.7912962962962968,0.7253703703703698,9.532592592592593,-0.029444444444444606,1.8438888888888885,1.7853703703703685,0.18444444444444397,0.7112962962962959,0.505,-0.24851851851851858
2015-01-06,5.624925925925927,2.335555555555556,1.3912962962962974,-0.7746296296296302,8.832592592592594,-0.17944444444444496,0.9438888888888881,0.18537037037036797,-0.31555555555555603,0.5112962962962957,-0.4950000000000001,-1.0985185185185191
2015-01-13,5.964925925925927,2.1355555555555563,1.2912962962962968,-0.8746296296296308,8.932592592592593,-0.7794444444444446,0.6438888888888883,0.13537037037036725,-0.6655555555555557,-0.18870370370370448,-0.395,-1.2485185185185177
2015-01-20,6.0699259259259275,2.0355555555555562,0.8912962962962974,-1.2746296296296311,7.532592592592593,-0.929444444444445,0.34388888888888847,-0.9646296296296306,-0.6655555555555557,-0.18870370370370448,-0.6950000000000001,-1.398518518518518
2015-01-27,6.524925925925928,2.5355555555555562,0.7912962962962968,-1.4746296296296304,8.132592592592593,-0.929444444444445,-0.25611111111111207,-0.814629629629632,-1.1155555555555559,-0.18870370370370448,-0.895,-1.9485185185185188
2015-02-03,6.584925925925928,3.5355555555555562,0.14129629629629736,-1.6746296296296297,7.882592592592593,-1.3794444444444443,-0.45611111111111136,-1.1646296296296317,-2.315555555555555,-0.28870370370370413,0.8049999999999999,-1.7485185185185186
2015-02-10,5.474925925925928,5.435555555555556,-0.008703703703702992,-2.1746296296296297,8.932592592592593,-1.3294444444444444,-1.3561111111111117,-1.5146296296296313,-1.9655555555555555,-0.8887037037037047,1.105,-1.9485185185185188
2015-02-17,5.684925925925928,5.435555555555556,-0.5587037037037037,-2.1746296296296297,9.632592592592593,-1.2794444444444446,-1.3561111111111117,-1.3646296296296327,-2.1655555555555557,-0.6887037037037045,1.105,-2.0985185185185182
2015-02-24,6.624925925925927,5.435555555555556,-1.8087037037037037,-2.6746296296296297,9.682592592592593,-1.5794444444444444,-1.6561111111111124,-1.5146296296296313,-3.115555555555556,-0.6887037037037045,0.10499999999999998,-2.2485185185185186
2015-03-03,6.144925925925928,4.735555555555556,-3.6587037037037033,-2.9746296296296304,9.532592592592593,-3.179444444444443,-2.1561111111111124,-1.7146296296296306,-5.015555555555556,-1.588703703703704,-1.5950000000000002,-2.9485185185185188
2015-03-10,6.269925925925928,5.435555555555556,-3.9087037037037033,-2.9746296296296304,9.832592592592594,-3.479444444444444,-2.4561111111111114,-1.6646296296296317,-5.4655555555555555,-1.4887037037037043,-0.09499999999999997,-2.5485185185185184
2015-03-17,9.124925925925927,5.435555555555556,-3.7087037037037023,-2.1746296296296297,10.332592592592594,-2.8294444444444453,-2.1561111111111124,-1.114629629629631,-4.7155555555555555,0.8112962962962955,1.105,-0.9485185185185188
2015-03-24,9.524925925925928,5.135555555555556,-3.1087037037037026,-2.1746296296296297,11.332592592592594,-1.3294444444444453,-2.256111111111112,-0.2646296296296313,-4.2155555555555555,3.711296296296296,1.105,0.8514814814814815
2015-03-31,10.024925925925928,5.435555555555556,-2.758703703703703,-1.4746296296296304,13.582592592592594,0.7705555555555552,-1.756111111111112,0.4853703703703687,-0.7655555555555558,5.011296296296296,1.105,2.3014814814814817
2015-04-07,9.784925925925927,5.3355555555555565,-2.2087037037037023,-1.8746296296296308,12.782592592592593,2.6705555555555556,-1.6561111111111124,0.935370370370368,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-04-14,9.924925925925928,5.435555555555556,-1.008703703703703,-1.07462962962963,12.582592592592594,4.570555555555555,-2.256111111111112,1.4853703703703687,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-04-21,10.024925925925928,5.435555555555556,-2.1087037037037026,-0.2746296296296302,14.282592592592593,4.870555555555556,-1.6561111111111124,2.635370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-04-28,9.914925925925928,5.435555555555556,-2.258703703703703,1.7253703703703698,14.282592592592593,5.420555555555556,0.043888888888888644,5.2853703703703685,2.534444444444444,5.011296296296296,1.105,2.9514814814814816
2015-05-05,10.024925925925928,5.435555555555556,0.8412962962962967,7.02537037037037,14.282592592592593,5.470555555555555,5.143888888888888,9.385370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-05-12,10.024925925925928,5.435555555555556,1.6412962962962974,7.02537037037037,14.282592592592593,5.470555555555555,5.3438888888888885,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.7014814814814816
2015-05-19,9.924925925925928,5.435555555555556,1.9412962962962972,7.02537037037037,14.282592592592593,5.470555555555555,6.3438888888888885,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-05-26,10.024925925925928,5.435555555555556,3.241296296296297,7.02537037037037,14.282592592592593,5.470555555555555,7.943888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-06-02,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-06-09,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-06-16,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-06-23,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-06-30,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2015-12-01,7.124925925925927,4.135555555555556,3.991296296296297,4.825370370370369,12.432592592592593,3.270555555555555,5.793888888888889,6.585370370370368,0.5344444444444441,2.5112962962962957,1.105,1.6514814814814816
2015-12-08,6.544925925925927,3.735555555555556,3.741296296296297,3.9253703703703695,8.682592592592593,3.0705555555555555,5.393888888888888,5.2853703703703685,0.5344444444444441,2.5112962962962957,1.105,1.3014814814814817
2015-12-15,4.424925925925928,0.8355555555555565,2.991296296296297,2.8253703703703694,7.182592592592593,1.9705555555555554,4.643888888888888,3.0353703703703685,-0.26555555555555577,0.7112962962962959,-0.7949999999999999,1.4014814814814818
2015-12-22,1.1449259259259268,-2.064444444444444,1.9412962962962972,1.5253703703703696,1.4325925925925915,0.8705555555555557,3.6438888888888883,0.635370370370369,-0.7655555555555558,-0.6887037037037045,-0.895,1.0014814814814816
2015-12-29,-0.4750740740740724,-3.6644444444444435,0.741296296296297,1.2253703703703698,-1.1674074074074063,-0.7294444444444448,3.243888888888888,-0.2646296296296313,-2.315555555555555,-2.6887037037037045,-1.3450000000000002,0.9014814814814818
2016-01-05,-1.0350740740740711,-4.064444444444444,0.5912962962962967,1.0253703703703696,-1.717407407407407,-0.8294444444444444,2.993888888888888,-0.4646296296296306,-2.615555555555556,-2.8887037037037047,-1.5950000000000002,0.5514814814814817
2016-01-12,-2.125074074074071,-4.364444444444445,0.19129629629629719,0.8253703703703694,-2.1174074074074056,-1.5294444444444446,2.7938888888888886,-0.6646296296296317,-3.7155555555555555,-3.1887037037037036,-4.945,0.5014814814814814
2016-01-19,-5.175074074074072,-5.764444444444443,-0.6087037037037026,0.12537037037036924,-4.5674074074074085,-1.929444444444445,2.1438888888888883,-3.0146296296296313,-3.865555555555556,-4.288703703703705,-4.844999999999999,-0.2985185185185184
2016-01-26,-7.375074074074071,-6.864444444444445,-1.2087037037037023,-0.2746296296296302,-6.117407407407406,-2.729444444444444,1.8438888888888885,-4.264629629629631,-4.065555555555556,-4.988703703703704,-4.494999999999999,-0.4485185185185183
2016-02-02,-9.335074074074072,-7.464444444444444,-2.9587037037037023,-1.07462962962963,-7.3174074074074085,-4.229444444444444,0.9438888888888881,-6.064629629629632,-5.315555555555555,-6.088703703703704,-5.445,-0.648518518518518
2016-02-09,-9.525074074074073,-7.6644444444444435,-3.258703703703703,-1.3746296296296308,-8.767407407407408,-4.229444444444444,0.6438888888888883,-6.564629629629632,-5.615555555555556,-6.088703703703704,-5.195,-0.7985185185185184
2016-02-16,-8.525074074074073,-7.364444444444445,-3.508703703703703,-1.8746296296296308,-9.517407407407408,-4.229444444444444,-0.556111111111111,-7.264629629629631,-5.565555555555555,-5.788703703703705,-3.5450000000000004,-1.648518518518518
2016-02-23,-10.225074074074072,-8.064444444444444,-3.758703703703703,-2.07462962962963,-10.967407407407407,-4.729444444444444,-0.9061111111111124,-7.314629629629632,-4.2155555555555555,-6.088703703703704,-0.7450000000000001,-1.6985185185185188
2016-03-01,-9.625074074074071,-7.264444444444443,-3.8587037037037044,-2.3746296296296308,-11.267407407407408,-4.829444444444445,-0.8561111111111117,-7.264629629629631,-3.815555555555556,-5.988703703703704,1.105,-2.2985185185185184
2016-03-08,-10.875074074074071,-6.564444444444444,-4.258703703703703,-2.774629629629631,-12.217407407407407,-5.029444444444445,-1.4561111111111114,-7.264629629629631,-2.6655555555555557,-5.388703703703705,1.105,-1.9985185185185177
2016-03-15,-13.275074074074073,-7.964444444444444,-4.608703703703703,-3.6746296296296297,-15.867407407407406,-5.329444444444445,-2.2061111111111114,-8.96462962962963,-2.265555555555556,-6.088703703703704,1.105,-1.0485185185185184
2016-03-22,-13.575074074074074,-8.464444444444444,-5.208703703703702,-3.774629629629631,-16.017407407407408,-4.829444444444445,-2.6561111111111124,-9.764629629629631,1.534444444444444,-4.788703703703705,1.105,-0.9985185185185186
2016-03-29,-12.575074074074074,-9.264444444444443,-6.608703703703703,-5.07462962962963,-17.117407407407406,-6.029444444444445,-4.806111111111111,-10.964629629629634,1.284444444444444,-5.888703703703705,1.105,-1.148518518518518
2016-04-05,-11.025074074074073,-7.964444444444444,-7.108703703703703,-4.374629629629631,-15.767407407407408,-6.129444444444444,-5.006111111111112,-9.264629629629631,1.834444444444444,-5.788703703703705,1.105,-0.19851851851851832
2016-04-12,-6.875074074074071,-0.4644444444444442,-5.458703703703702,-2.6746296296296297,-12.067407407407408,-2.729444444444444,-3.056111111111111,-6.964629629629634,2.634444444444444,-1.9887037037037043,1.105,2.4514814814814816
2016-04-19,-4.890074074074072,2.735555555555556,-6.458703703703702,-2.3746296296296308,-9.66740740740741,-1.1294444444444443,-2.4061111111111124,-5.764629629629631,1.334444444444444,1.2112962962962959,1.105,2.9514814814814816
2016-04-26,-3.2250740740740724,5.435555555555556,-5.708703703703702,1.0253703703703696,-3.717407407407407,1.3705555555555557,-2.706111111111113,-1.9646296296296306,2.634444444444444,1.4112962962962956,1.105,2.9514814814814816
2016-05-03,-2.035074074074073,5.435555555555556,-6.658703703703702,2.3253703703703694,1.6325925925925926,1.3705555555555557,-3.4061111111111124,1.435370370370368,2.634444444444444,1.2112962962962959,1.105,2.9514814814814816
2016-05-10,1.9849259259259284,5.435555555555556,-4.358703703703704,6.125370370370369,9.532592592592593,4.770555555555555,-0.7561111111111121,7.585370370370368,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2016-05-17,9.604925925925928,5.435555555555556,-2.1087037037037026,7.02537037037037,14.282592592592593,5.470555555555555,0.34388888888888847,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2016-05-24,9.724925925925927,5.435555555555556,2.041296296296297,7.02537037037037,14.282592592592593,5.470555555555555,5.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2016-05-31,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2016-06-07,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2016-06-14,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2016-06-21,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2016-06-28,10.024925925925928,5.435555555555556,7.991296296296297,7.02537037037037,14.282592592592593,5.470555555555555,8.143888888888888,9.485370370370369,2.634444444444444,5.011296296296296,1.105,2.9514814814814816
2016-12-06,7.824925925925927,2.735555555555556,5.5912962962962975,5.325370370370369,8.482592592592592,3.1705555555555556,5.543888888888889,6.885370370370369,1.334444444444444,3.5112962962962957,0.30499999999999994,0.601481481481482
2016-12-13,6.544925925925927,0.735555555555556,4.291296296296297,4.625370370370369,6.382592592592593,1.9705555555555554,3.943888888888888,4.735370370370369,1.0844444444444443,1.7112962962962959,0.905,0.6514814814814818
2016-12-20,5.174925925925928,-1.0644444444444439,2.191296296296297,3.4253703703703695,5.282592592592593,0.2705555555555552,1.8438888888888885,3.385370370370369,-0.2155555555555555,0.011296296296295694,0.8049999999999999,0.05148148148148168
2016-12-27,3.7849259259259274,-1.6644444444444435,0.991296296296297,2.8253703703703694,3.9825925925925922,-1.1294444444444443,1.1438888888888883,2.185370370370368,-1.4655555555555555,-0.588703703703704,-0.4950000000000001,-0.2985185185185184
2017-01-03,3.124925925925927,-3.264444444444443,0.491296296296297,2.2253703703703698,1.9825925925925922,-1.6294444444444443,0.4438888888888881,1.7353703703703687,-1.8655555555555559,-0.8887037037037047,-1.295,-0.2985185185185184
2017-01-10,-5.675074074074072,-5.364444444444445,-3.008703703703703,1.2253703703703698,0.8325925925925937,-4.129444444444444,-1.756111111111112,-0.6646296296296317,-3.315555555555556,-3.6887037037037036,-1.145,-0.6985185185185188
2017-01-17,-10.135074074074073,-6.714444444444442,-4.308703703703704,0.92537037037037,-0.01740740740740776,-5.429444444444445,-3.3561111111111117,-1.4146296296296317,-3.9655555555555555,-5.488703703703704,-1.395,-0.7485185185185186
2017-01-24,-17.42507407407407,-7.764444444444443,-5.608703703703703,0.7253703703703698,-1.8674074074074056,-7.329444444444445,-4.056111111111111,-3.4146296296296317,-5.4655555555555555,-7.088703703703704,-6.195,-0.8985185185185185
